Depth,5-day Biochemical Oxygen Demand (mg/L),Ammonia Nitrogen (mg/L),Chlorophyll-a (μg/L),Dissolved Oxygen (%saturation),E. coli (cfu/100mL),Faecal Coliforms (cfu/100mL),Nitrite Nitrogen (mg/L),Nitrate Nitrogen (mg/L),Orthophosphate Phosphorus (mg/L),Phaeo-pigments (μg/L),Salinity (psu),Silica (mg/L),Secchi Disc Depth (M),Suspended Solids (mg/L),Temperature (°C),Total Inorganic Nitrogen (mg/L),Total Kjeldahl Nitrogen (mg/L),Total Nitrogen (mg/L),Total Phosphorus (mg/L),Turbidity (NTU),Unionised Ammonia (mg/L),Volatile Suspended Solids (mg/L),label
1,0.4,0.036,1.7,98.0,46.0,86,0.007,0.039,0.002,0.4,32.7,0.46,4.7,1.0,19.7,0.08,0.45,0.5,0.02,0.4,0.001,0.5,drinkable
2,0.4,0.035,1.9,98.0,45.0,99,0.006,0.037,0.002,0.8,32.7,0.44,4.7,1.8,19.6,0.08,0.34,0.38,0.02,0.4,0.001,0.7,drinkable
0,0.6,0.054,3.2,85.0,65.0,150,0.006,0.092,0.016,0.2,32.9,0.31,5.1,8.6,23.6,0.15,0.17,0.27,0.03,0.6,0.002,2.2,drinkable
1,0.5,0.037,2.2,90.0,56.0,100,0.003,0.028,0.018,0.2,33.6,0.27,5.1,8.4,22.6,0.07,0.1,0.13,0.02,0.3,0.001,2.4,drinkable
2,0.4,0.03,0.6,89.0,9.0,20,0.002,0.007,0.017,1.3,33.9,0.26,5.1,11.0,22.4,0.04,0.1,0.11,0.02,1.3,0.001,2.5,drinkable
0,0.4,0.061,0.4,82.0,270.0,620,0.011,0.08,0.014,0.2,32.3,0.55,2.9,5.0,23.6,0.15,0.22,0.31,0.02,2.9,0.001,0.5,drinkable
1,0.3,0.044,0.4,87.0,90.0,250,0.01,0.059,0.009,0.4,32.9,0.47,2.9,4.5,23.5,0.11,0.17,0.24,0.02,2.2,0.001,1.1,drinkable
2,0.2,0.042,0.5,89.0,90.0,140,0.007,0.046,0.01,0.2,33.2,0.43,2.9,4.5,23.5,0.1,0.14,0.19,0.02,4.6,0.001,0.6,drinkable
0,0.3,0.12,0.6,52.0,170.0,600,0.046,0.16,0.02,0.2,30.4,1.3,2.3,7.0,27.1,0.33,0.27,0.48,0.04,1.7,0.002,1.4,good for marine life
1,0.1,0.017,0.5,70.0,90.0,340,0.058,0.04,0.012,0.2,32.9,0.77,2.3,8.6,25.3,0.12,0.13,0.23,0.02,2.4,0.001,1.5,good for marine life
2,0.1,0.015,0.4,70.0,80.0,370,0.057,0.042,0.011,0.2,32.9,0.75,2.3,12.0,25.3,0.11,0.1,0.2,0.02,3.0,0.001,2.1,good for marine life
0,3.4,0.046,42.0,140.0,260.0,1000,0.019,0.14,0.002,13.0,28.5,0.1,1.9,20.0,27.3,0.21,0.45,0.61,0.04,13.7,0.005,5.8,drinkable
1,3,0.076,14.0,51.0,170.0,660,0.021,0.14,0.002,4.8,34.0,0.2,1.9,13.0,23.4,0.24,0.66,0.82,0.05,13.3,0.003,4.0,good for marine life
2,1,0.03,3.8,46.0,43.0,86,0.018,0.022,0.002,2.6,34.3,1.2,1.9,12.0,23.1,0.07,0.13,0.17,0.04,16.7,0.001,2.2,good for marine life
0,0.5,0.062,1.3,71.0,280.0,450,0.026,0.07,0.012,0.9,30.0,1.0,2.0,4.0,28.1,0.16,0.34,0.44,0.03,13.6,0.003,0.9,good for marine life
1,0.5,0.062,1.4,77.0,200.0,390,0.025,0.072,0.003,1.5,31.1,1.0,2.0,7.0,27.7,0.16,0.37,0.47,0.05,14.9,0.003,1.1,drinkable
2,0.4,0.098,0.9,73.0,72.0,190,0.027,0.051,0.009,2.2,32.0,0.99,2.0,9.8,27.3,0.18,0.41,0.49,0.03,19.2,0.005,1.1,good for marine life
0,0.7,0.053,8.7,88.0,560.0,2800,0.027,0.069,0.002,3.1,31.1,0.32,2.6,3.9,28.9,0.15,1.0,1.1,0.03,2.1,0.004,1.4,drinkable
1,0.6,0.055,7.7,70.0,160.0,530,0.023,0.068,0.009,4.4,32.0,0.74,2.6,6.2,28.0,0.15,1.3,1.39,0.03,3.4,0.004,1.4,good for marine life
2,0.5,0.035,6.2,56.0,170.0,410,0.03,0.063,0.012,3.9,32.4,0.95,2.6,8.3,27.5,0.13,1.9,1.99,0.04,6.9,0.002,1.6,good for marine life
0,0.4,0.18,1.7,74.0,100.0,390,0.027,0.17,0.02,1.3,32.1,1.4,2.0,4.6,29.4,0.38,0.99,1.19,0.05,3.9,0.006,0.8,good for marine life
1,0.4,0.13,1.4,75.0,210.0,750,0.021,0.13,0.016,1.6,32.3,1.4,2.0,9.8,29.2,0.28,0.61,0.76,0.04,6.0,0.004,1.5,good for marine life
2,0.3,0.13,1.0,80.0,210.0,580,0.021,0.12,0.016,1.4,32.6,0.94,2.0,12.0,29.2,0.27,0.43,0.57,0.04,5.0,0.005,2.0,drinkable
0,0.5,0.1,1.1,89.0,130.0,320,0.011,0.055,0.01,0.2,33.1,0.47,3.4,3.0,24.4,0.17,0.49,0.56,0.04,3.3,0.005,0.8,drinkable
1,0.5,0.096,2.2,91.0,460.0,950,0.012,0.047,0.007,0.2,33.2,0.53,3.4,3.1,24.3,0.16,0.26,0.32,0.23,2.9,0.003,0.7,drinkable
2,0.4,0.084,1.3,91.0,680.0,1400,0.008,0.043,0.011,1.5,33.3,0.47,3.4,11.0,24.4,0.14,0.29,0.34,0.05,3.2,0.003,2.0,drinkable
0,0.2,0.063,2.4,82.0,250.0,480,0.012,0.053,0.017,0.6,33.4,0.61,2.3,3.6,23.2,0.13,0.12,0.19,0.05,2.8,0.003,1.1,drinkable
1,0.4,0.058,2.4,93.0,120.0,270,0.012,0.049,0.014,1.4,33.4,0.6,2.3,3.6,23.2,0.12,0.31,0.37,0.05,3.0,0.003,1.0,drinkable
2,0.3,0.058,2.0,94.0,120.0,220,0.011,0.043,0.014,2.4,33.4,0.48,2.3,5.4,23.2,0.11,0.12,0.17,0.05,5.0,0.003,1.2,drinkable
0,0.4,0.053,0.6,113.0,110.0,270,0.014,0.12,0.018,0.7,32.4,1.0,3.0,3.0,19.5,0.19,0.77,0.9,0.07,3.6,0.001,0.6,drinkable
1,0.3,0.04,0.5,94.0,100.0,190,0.01,0.11,0.017,0.3,32.4,1.0,3.0,3.4,19.5,0.16,0.68,0.8,0.07,1.4,0.002,0.6,drinkable
2,0.4,0.048,0.4,94.0,94.0,140,0.01,0.11,0.018,1.0,32.4,0.87,3.0,3.4,19.5,0.17,0.91,1.03,0.07,1.5,0.002,0.6,drinkable
0,1.6,0.096,1.8,85.0,90.0,120,0.008,0.04,0.017,1.4,32.9,0.72,1.8,8.5,19.4,0.14,0.74,0.79,0.04,1.6,0.004,1.8,drinkable
1,7,0.067,2.4,93.0,100.0,130,0.007,0.029,0.013,0.8,32.9,0.67,1.8,2.4,19.4,0.1,0.39,0.43,0.03,1.2,0.003,0.5,drinkable
2,1.1,0.074,1.9,95.0,93.0,130,0.007,0.033,0.013,1.6,33.0,0.69,1.8,3.6,19.3,0.11,0.31,0.35,0.04,1.7,0.003,1.1,drinkable
0,0.6,0.091,0.3,91.0,50.0,150,0.008,0.052,0.012,0.2,33.1,0.4,2.7,8.5,22.2,0.15,0.7,0.76,0.03,2.9,0.001,1.3,drinkable
1,0.6,0.089,0.2,84.0,140.0,240,0.003,0.002,0.009,0.7,33.3,0.37,2.7,8.1,22.2,0.09,0.68,0.69,0.03,3.1,0.001,1.2,drinkable
2,0.5,0.077,0.2,91.0,90.0,230,0.006,0.049,0.015,0.2,33.6,0.28,2.7,12.0,22.3,0.13,0.64,0.7,0.03,3.8,0.001,1.5,drinkable
0,1,0.11,4.3,95.0,140.0,260,0.011,0.083,0.003,2.0,32.9,0.58,2.7,12.0,24.4,0.2,0.26,0.35,0.02,5.0,0.003,2.4,drinkable
1,0.6,0.07,1.8,81.0,62.0,110,0.002,0.023,0.007,1.0,33.8,0.48,2.7,11.0,23.6,0.1,0.39,0.42,0.03,5.2,0.003,1.7,drinkable
2,0.6,0.071,1.9,80.0,34.0,72,0.006,0.03,0.006,0.6,34.0,0.46,2.7,10.0,23.3,0.11,0.54,0.58,0.03,7.1,0.003,1.8,drinkable
0,0.8,0.14,0.6,67.0,7800.0,23000,0.07,0.29,0.013,0.5,25.6,2.0,2.0,7.7,25.9,0.5,0.17,0.53,0.04,5.5,0.002,1.4,good for marine life
1,0.6,0.042,0.2,59.0,1100.0,2800,0.045,0.094,0.012,1.2,33.6,1.1,2.0,11.0,23.6,0.18,0.32,0.46,0.03,4.0,0.001,2.2,good for marine life
2,0.6,0.032,0.2,57.0,500.0,1100,0.036,0.081,0.01,1.7,33.9,1.0,2.0,13.0,23.4,0.15,0.11,0.23,0.02,5.0,0.001,2.6,good for marine life
0,2.1,0.078,17.0,110.0,50.0,210,0.032,0.31,0.005,4.3,25.9,0.89,2.8,4.3,27.9,0.42,0.26,0.6,0.04,2.4,0.01,1.7,drinkable
1,1.5,0.13,10.0,53.0,240.0,860,0.031,0.24,0.003,4.1,33.3,1.1,2.8,4.4,22.6,0.4,0.56,0.83,0.07,4.7,0.006,1.4,good for marine life
2,0.5,0.05,2.0,51.0,240.0,470,0.035,0.1,0.016,3.4,34.0,1.2,2.8,9.0,22.1,0.19,0.26,0.4,0.07,5.5,0.002,1.5,good for marine life
0,1.1,0.12,5.8,74.0,99.0,130,0.063,0.23,0.026,1.9,28.6,1.4,2.9,2.2,28.7,0.41,0.68,0.97,0.07,1.7,0.005,1.1,good for marine life
1,0.7,0.063,2.2,56.0,130.0,240,0.059,0.092,0.022,1.0,33.5,1.3,2.9,2.8,25.4,0.21,0.28,0.43,0.06,3.9,0.002,0.7,good for marine life
2,0.5,0.021,0.4,58.0,28.0,67,0.058,0.039,0.019,2.5,34.0,1.1,2.9,8.3,24.8,0.12,0.34,0.44,0.04,8.7,0.001,1.3,good for marine life
0,0.5,0.1,0.5,73.0,520.0,990,0.018,0.1,0.018,0.7,30.8,1.1,2.7,9.8,28.8,0.22,0.4,0.52,0.06,3.8,0.003,1.2,good for marine life
1,0.6,0.1,1.2,81.0,300.0,530,0.017,0.094,0.015,0.2,31.2,1.1,2.7,16.0,28.9,0.21,0.83,0.94,0.07,3.8,0.004,2.1,drinkable
2,0.6,0.084,0.6,83.0,140.0,290,0.015,0.067,0.013,0.5,31.5,0.77,2.7,7.7,29.0,0.17,0.27,0.35,0.05,4.7,0.004,0.9,drinkable
0,0.4,0.12,1.8,76.0,3400.0,7400,0.02,0.099,0.023,0.5,31.6,0.79,2.2,3.5,29.0,0.24,1.2,1.32,0.08,3.9,0.006,1.0,good for marine life
1,0.5,0.081,1.5,88.0,650.0,1500,0.01,0.049,0.013,0.7,32.3,0.62,2.2,2.4,28.9,0.14,1.3,1.36,0.07,4.0,0.005,0.6,drinkable
2,0.4,0.084,0.6,89.0,900.0,1900,0.013,0.06,0.015,1.3,32.5,0.7,2.2,4.2,28.8,0.16,1.2,1.27,0.07,4.5,0.005,1.0,drinkable
0,0.5,0.03,2.4,81.0,78.0,110,0.027,0.084,0.016,0.3,33.2,0.91,2.4,2.1,24.4,0.14,0.7,0.81,0.03,4.3,0.001,0.5,drinkable
1,0.7,0.031,2.2,93.0,33.0,86,0.026,0.087,0.015,1.0,33.2,0.95,2.4,2.4,24.3,0.14,0.45,0.56,0.05,3.6,0.001,0.5,drinkable
2,0.5,0.034,1.8,94.0,56.0,110,0.026,0.087,0.015,1.0,33.2,0.94,2.4,2.7,24.3,0.15,0.7,0.81,0.05,3.4,0.001,0.9,drinkable
0,1.2,0.046,2.6,86.0,49.0,93,0.015,0.09,0.013,0.2,32.1,0.34,2.0,11.0,22.1,0.15,0.57,0.68,0.06,5.2,0.001,1.4,drinkable
1,0.8,0.044,3.4,93.0,44.0,62,0.016,0.094,0.012,1.1,32.2,0.36,2.0,12.0,22.3,0.15,0.61,0.72,0.04,5.1,0.001,1.9,drinkable
2,0.8,0.045,2.3,104.0,61.0,100,0.015,0.093,0.023,0.2,32.2,0.34,2.0,13.0,22.3,0.15,0.34,0.45,0.05,4.4,0.001,2.0,drinkable
0,1,0.094,0.9,68.0,3.0,7,0.007,0.031,0.01,0.5,32.6,0.44,3.6,0.7,19.8,0.13,0.51,0.55,0.05,2.5,0.002,0.5,drinkable
1,1.2,0.087,0.5,71.0,15.0,28,0.007,0.035,0.01,0.7,32.7,0.44,3.6,6.9,19.8,0.13,0.44,0.48,0.1,2.6,0.001,1.4,drinkable
2,0.9,0.06,0.6,68.0,11.0,30,0.003,0.018,0.009,0.4,33.2,0.47,3.6,1.3,19.9,0.08,0.36,0.38,0.3,3.3,0.001,0.7,drinkable
0,0.5,0.094,0.7,64.0,40.0,92,0.008,0.034,0.011,0.2,32.7,0.52,3.0,1.9,20.1,0.14,0.83,0.87,0.06,3.7,0.002,0.6,good for marine life
1,0.6,0.086,0.8,69.0,10.0,40,0.008,0.03,0.011,0.2,32.8,0.51,3.0,2.9,20.2,0.12,0.59,0.63,0.06,3.5,0.001,0.9,drinkable
2,0.7,0.083,0.6,68.0,88.0,140,0.009,0.026,0.013,0.6,32.9,0.52,3.0,3.2,20.2,0.12,0.69,0.73,0.05,4.0,0.001,0.5,drinkable
0,0.6,0.06,1.9,67.0,29.0,69,0.009,0.069,0.023,0.5,33.3,0.5,3.8,1.6,23.7,0.14,0.41,0.49,0.06,2.9,0.001,0.5,good for marine life
1,0.4,0.056,2.7,75.0,110.0,210,0.003,0.022,0.013,0.2,33.6,0.47,3.8,1.9,23.3,0.08,0.69,0.72,0.05,2.9,0.001,0.5,drinkable
2,0.4,0.047,1.5,62.0,70.0,250,0.003,0.019,0.014,0.2,33.6,0.49,3.8,2.1,23.3,0.07,0.62,0.64,0.06,3.1,0.001,0.6,good for marine life
0,0.4,0.12,1.9,67.0,220.0,570,0.009,0.072,0.017,0.6,33.2,0.51,2.7,0.9,24.5,0.2,0.88,0.96,0.08,4.3,0.001,0.6,good for marine life
1,0.4,0.067,1.5,74.0,11.0,24,0.007,0.035,0.013,0.2,33.7,0.43,2.7,1.4,24.3,0.11,0.94,0.98,0.04,3.9,0.001,1.3,drinkable
2,0.2,0.041,1.0,67.0,9.0,23,0.008,0.013,0.012,0.4,33.8,0.4,2.7,2.0,24.2,0.06,0.38,0.4,0.06,4.9,0.001,0.5,good for marine life
0,0.9,0.21,1.0,80.0,170.0,370,0.055,0.18,0.031,0.9,29.5,1.5,2.4,2.1,28.4,0.45,,,,1.7,0.003,0.5,drinkable
1,0.4,0.054,0.3,50.0,120.0,180,0.049,0.064,0.019,0.2,33.7,1.1,2.4,4.4,25.1,0.17,,,,5.2,0.001,0.5,good for marine life
2,0.1,0.025,0.8,43.0,40.0,78,0.048,0.032,0.02,0.2,34.0,0.93,2.4,6.0,24.4,0.11,,,,7.3,0.001,0.6,non consumable
0,1.2,0.098,8.5,78.0,350.0,620,0.11,0.3,0.02,6.3,28.4,1.6,2.0,3.5,27.2,0.51,,,,4.0,0.001,0.9,drinkable
1,0.3,0.025,2.4,53.0,150.0,280,0.066,0.095,0.014,1.8,33.9,1.1,2.0,0.6,23.9,0.19,,,,5.2,0.001,0.5,good for marine life
2,0.1,0.014,1.0,41.0,120.0,240,0.051,0.052,0.013,0.9,34.3,0.9,2.0,1.9,23.7,0.12,,,,5.0,0.001,0.8,non consumable
0,0.8,0.096,8.4,71.0,120.0,460,0.039,0.12,0.004,0.6,32.4,0.64,2.4,3.3,25.3,0.26,,,,4.5,0.001,1.4,drinkable
1,0.4,0.05,2.7,46.0,180.0,420,0.017,0.065,0.006,2.8,33.9,0.76,2.4,8.3,23.3,0.13,,,,6.7,0.001,1.9,good for marine life
2,0.2,0.033,3.3,40.0,150.0,320,0.021,0.071,0.016,0.7,34.1,0.8,2.4,9.1,22.9,0.13,,,,7.4,0.001,1.6,non consumable
0,1.5,0.079,4.2,81.0,88.0,110,0.016,0.18,0.013,1.3,32.5,0.71,2.7,1.2,27.4,0.28,,,,4.4,0.001,0.6,drinkable
1,1.5,0.075,4.2,56.0,83.0,90,0.015,0.16,0.014,1.0,32.7,0.7,2.7,1.6,26.3,0.25,,,,4.7,0.001,0.7,good for marine life
2,1.3,0.075,3.7,35.0,69.0,80,0.02,0.15,0.004,1.2,33.5,0.72,2.7,8.8,24.7,0.25,,,,7.3,0.001,1.5,non consumable
0,0.3,0.037,1.1,79.0,640.0,3200,0.051,0.002,0.006,0.2,32.6,1.1,2.1,11.0,26.5,0.09,,,,8.5,0.001,2.0,drinkable
1,0.1,0.033,0.6,84.0,490.0,930,0.058,0.048,0.013,0.2,32.8,1.0,2.1,5.2,26.6,0.14,,,,7.0,0.001,0.8,drinkable
2,0.1,0.026,1.2,86.0,1200.0,4300,0.055,0.043,0.01,0.2,32.9,1.0,2.1,5.5,26.6,0.12,,,,8.8,0.001,1.0,drinkable
0,1,0.087,4.6,85.0,190.0,440,0.042,0.1,0.015,0.2,32.8,0.7,2.7,3.8,25.2,0.23,0.22,0.36,0.07,6.1,0.001,1.0,drinkable
1,1.1,0.083,2.7,90.0,120.0,340,0.042,0.1,0.013,0.2,33.0,0.71,2.7,3.0,25.1,0.23,0.16,0.3,0.07,6.3,0.001,0.7,drinkable
2,1,0.084,3.2,91.0,380.0,640,0.041,0.096,0.013,0.8,33.1,0.72,2.7,4.0,25.0,0.22,0.64,0.78,0.08,7.0,0.001,1.1,drinkable
0,0.4,0.059,0.2,83.0,230.0,490,0.029,0.079,0.019,0.2,33.5,0.89,2.4,9.0,20.5,0.17,0.47,0.58,0.03,10.4,0.001,3.1,drinkable
1,0.5,0.067,0.3,85.0,230.0,540,0.03,0.081,0.019,0.2,33.6,0.91,2.4,3.0,20.5,0.18,0.39,0.5,0.03,6.2,0.001,0.5,drinkable
2,0.4,0.057,0.4,87.0,220.0,340,0.027,0.066,0.017,0.4,33.7,0.85,2.4,4.2,20.5,0.15,0.82,0.91,0.04,7.6,0.001,0.5,drinkable
0,0.6,0.088,1.1,84.0,130.0,220,0.029,0.075,0.02,0.5,33.8,0.62,2.7,5.5,20.0,0.19,0.65,0.75,0.04,8.0,0.001,0.8,drinkable
1,0.5,0.07,1.0,87.0,140.0,210,0.028,0.079,0.018,0.3,33.7,0.62,2.7,4.7,20.0,0.18,0.76,0.87,0.04,6.5,0.001,0.8,drinkable
2,0.6,0.088,0.9,89.0,250.0,460,0.028,0.071,0.019,0.5,33.8,0.67,2.7,4.4,19.9,0.19,0.89,0.99,0.04,7.7,0.001,0.6,drinkable
0,0.4,0.047,0.5,78.0,180.0,310,0.013,0.067,0.016,0.3,32.7,0.66,3.0,4.6,17.3,0.13,0.75,0.83,0.03,7.3,0.001,1.2,drinkable
1,0.3,0.053,0.3,90.0,180.0,240,0.012,0.07,0.017,0.4,33.1,0.7,3.0,4.8,17.7,0.14,0.46,0.54,0.03,6.6,0.001,1.2,drinkable
2,0.1,0.046,0.3,90.0,130.0,210,0.013,0.063,0.015,0.3,33.1,0.65,3.0,3.7,17.7,0.12,0.63,0.71,0.03,42.1,0.001,0.9,drinkable
0,2,0.079,0.5,84.0,65.0,210,0.002,0.002,0.002,0.2,31.9,0.5,4.5,2.1,19.7,0.08,0.58,0.58,0.03,5.8,0.001,0.7,drinkable
1,1.9,0.081,0.4,92.0,330.0,900,0.002,0.002,0.002,0.2,32.0,0.44,4.5,1.5,19.7,0.09,0.46,0.46,0.03,4.9,0.001,0.5,drinkable
2,0.4,0.063,0.2,93.0,35.0,83,0.002,0.002,0.002,0.2,32.1,0.43,4.5,2.9,19.7,0.07,0.35,0.35,0.02,5.1,0.001,0.6,drinkable
0,0.4,0.1,0.9,120.0,70.0,230,0.007,0.004,0.004,0.4,32.6,0.47,2.7,3.0,22.0,0.11,0.39,0.4,0.03,9.6,0.006,0.5,drinkable
1,0.3,0.1,0.6,84.0,130.0,200,0.006,0.027,0.002,0.2,32.7,0.5,2.7,3.3,22.0,0.13,0.47,0.5,0.03,7.1,0.006,0.7,drinkable
2,0.2,0.082,0.2,87.0,200.0,390,0.006,0.014,0.002,0.2,32.8,0.52,2.7,4.2,22.0,0.1,0.47,0.49,0.03,7.6,0.005,0.7,drinkable
0,0.7,0.044,7.8,94.0,4.0,6,0.004,0.008,0.002,1.6,33.0,0.08,2.7,7.4,24.2,0.06,0.61,0.62,0.03,6.7,0.002,2.4,drinkable
1,0.5,0.041,5.6,100.0,6.0,10,0.003,0.019,0.002,2.3,33.0,0.11,2.7,5.5,24.1,0.06,0.64,0.66,0.02,6.7,0.002,1.7,drinkable
2,0.5,0.041,6.6,98.0,14.0,21,0.002,0.002,0.002,2.1,33.1,0.11,2.7,6.7,24.1,0.05,0.34,0.34,0.03,7.0,0.002,1.8,drinkable
0,1.5,0.042,27.0,111.0,140.0,410,0.002,0.013,0.008,3.2,25.1,0.56,3.6,5.5,27.6,0.06,0.16,0.18,0.04,6.8,0.002,2.3,drinkable
1,0.1,0.031,2.4,78.0,180.0,330,0.008,0.075,0.008,1.4,33.6,0.53,3.6,2.6,25.4,0.11,0.06,0.14,0.02,6.7,0.001,0.6,drinkable
2,0.1,0.039,1.2,80.0,240.0,750,0.008,0.05,0.007,0.9,33.8,0.53,3.6,2.8,25.3,0.1,0.05,0.11,0.02,7.8,0.001,0.9,drinkable
0,2.2,0.058,18.0,83.0,480.0,700,0.017,0.24,0.004,3.3,29.7,0.99,2.3,5.5,26.6,0.32,0.36,0.62,0.04,13.7,0.003,2.4,drinkable
1,1.1,0.048,7.0,54.0,440.0,2100,0.017,0.22,0.015,2.1,32.3,1.2,2.3,2.2,24.2,0.29,0.72,0.96,0.04,8.1,0.002,0.7,good for marine life
2,0.5,0.019,2.1,44.0,540.0,1100,0.013,0.22,0.015,1.5,34.0,1.2,2.3,5.4,22.5,0.25,0.05,0.28,0.03,8.9,0.001,1.1,good for marine life
0,1.7,0.054,13.0,106.0,430.0,750,0.011,0.15,0.009,4.5,32.4,1.0,2.6,11.0,24.6,0.22,0.38,0.54,0.11,11.6,0.001,2.5,drinkable
1,1.1,0.046,5.0,47.0,150.0,540,0.008,0.18,0.017,3.3,33.9,1.2,2.6,3.5,22.6,0.23,0.59,0.78,0.03,8.6,0.001,1.1,good for marine life
2,1.2,0.016,5.1,46.0,170.0,340,0.008,0.19,0.017,2.4,34.0,1.3,2.6,11.0,22.3,0.21,0.16,0.36,0.03,9.0,0.001,2.1,good for marine life
0,0.8,0.086,4.4,100.0,12.0,55,0.031,0.15,0.013,0.8,31.6,0.58,3.1,3.1,28.1,0.27,0.3,0.48,0.08,62.4,0.002,1.0,drinkable
1,0.4,0.064,2.2,80.0,100.0,370,0.011,0.08,0.009,0.7,32.0,0.49,3.1,13.0,27.9,0.16,0.34,0.43,0.07,20.3,0.001,2.2,drinkable
2,0.4,0.048,1.7,77.0,190.0,620,0.01,0.074,0.009,1.2,32.1,0.51,3.1,6.2,27.7,0.13,0.22,0.3,0.07,83.8,0.001,1.0,drinkable
0,0.5,0.027,2.4,70.0,130.0,490,0.011,0.042,0.012,1.1,32.8,0.69,2.2,4.1,27.4,0.08,0.61,0.66,0.07,4.1,0.001,1.2,good for marine life
1,0.1,0.038,1.4,88.0,80.0,270,0.011,0.04,0.012,0.5,32.9,0.71,2.2,4.1,27.8,0.09,0.29,0.34,0.05,4.2,0.002,0.9,drinkable
2,0.1,0.043,1.7,90.0,120.0,320,0.01,0.026,0.002,1.7,33.0,0.72,2.2,4.8,27.8,0.08,0.39,0.43,0.05,4.2,0.003,0.8,drinkable
0,0.8,0.045,1.4,86.0,530.0,1700,0.023,0.17,0.019,0.2,32.9,1.7,2.0,6.8,23.2,0.24,0.54,0.73,0.13,56.6,0.001,1.4,drinkable
1,0.7,0.036,0.5,86.0,400.0,1100,0.025,0.17,0.02,0.5,32.9,1.7,2.0,7.3,23.2,0.23,0.45,0.65,0.12,59.4,0.001,1.6,drinkable
2,0.7,0.038,0.5,87.0,510.0,1500,0.022,0.13,0.012,0.5,32.9,1.7,2.0,6.6,23.2,0.19,0.45,0.6,0.12,49.1,0.001,1.4,drinkable
0,0.9,0.066,0.5,73.0,60.0,130,0.007,0.013,0.002,0.6,32.9,0.51,2.5,1.3,22.5,0.09,0.8,0.82,0.05,2.0,0.001,0.9,drinkable
1,1.2,0.067,1.1,86.0,150.0,220,0.01,0.073,0.01,0.2,33.0,0.49,2.5,6.6,22.6,0.15,0.52,0.6,0.06,4.3,0.001,1.2,drinkable
2,1.1,0.069,0.8,86.0,70.0,200,0.01,0.039,0.002,0.3,33.0,0.57,2.5,11.0,22.6,0.12,0.62,0.67,0.06,4.1,0.001,2.4,drinkable
0,0.6,0.028,1.0,75.0,130.0,260,0.02,0.027,0.002,0.3,33.0,1.1,2.3,11.0,18.3,0.08,0.57,0.62,0.07,2.7,0.001,2.3,drinkable
1,0.3,0.032,0.8,92.0,280.0,360,0.022,0.037,0.012,0.9,32.9,1.1,2.3,6.5,18.2,0.09,0.63,0.69,0.07,2.4,0.001,1.4,drinkable
2,0.7,0.036,0.8,92.0,190.0,250,0.02,0.026,0.002,0.3,32.9,1.1,2.3,5.8,18.2,0.08,0.6,0.65,0.07,2.8,0.001,1.1,drinkable
0,0.2,0.095,1.4,72.0,280.0,350,0.009,0.095,0.016,1.7,33.2,0.24,3.3,6.9,18.5,0.2,0.29,0.39,0.08,1.3,0.001,1.4,drinkable
1,0.1,0.081,1.4,95.0,280.0,440,0.008,0.08,0.016,2.0,33.1,0.2,3.3,4.4,18.2,0.17,0.58,0.67,0.05,1.5,0.001,1.1,drinkable
2,0.1,0.07,1.4,95.0,240.0,340,0.007,0.069,0.014,1.0,33.2,0.2,3.3,10.0,18.1,0.15,0.54,0.62,0.05,3.6,0.001,1.5,drinkable
0,0.4,0.059,0.6,84.0,6.0,26,0.012,0.059,0.004,0.3,33.6,0.61,3.8,1.2,18.9,0.13,0.69,0.76,0.05,1.1,0.001,0.8,drinkable
1,0.3,0.057,0.5,93.0,62.0,110,0.011,0.042,0.004,0.4,33.6,0.63,3.8,2.2,18.6,0.11,0.53,0.58,0.05,1.6,0.001,2.1,drinkable
2,0.2,0.039,0.8,93.0,170.0,390,0.002,0.002,0.002,0.2,33.6,0.69,3.8,0.7,18.6,0.04,0.58,0.58,0.05,2.0,0.001,0.6,drinkable
0,0.3,0.088,2.5,89.0,33.0,82,0.004,0.057,0.002,0.2,33.4,0.76,2.8,4.2,22.3,0.15,0.68,0.74,0.05,1.3,0.001,0.9,drinkable
1,0.1,0.058,0.6,89.0,140.0,330,0.002,0.04,0.004,0.3,33.7,0.67,2.8,7.3,22.1,0.1,0.35,0.39,0.04,2.6,0.001,1.6,drinkable
2,0.2,0.048,0.7,90.0,40.0,71,0.005,0.039,0.002,0.2,33.8,0.59,2.8,4.2,22.1,0.09,0.6,0.64,0.04,2.8,0.001,1.2,drinkable
0,0.3,0.063,1.7,74.0,47.0,130,0.008,0.059,0.002,0.2,33.3,0.54,2.1,2.9,24.2,0.13,0.69,0.76,0.05,1.6,0.001,0.7,drinkable
1,0.2,0.052,0.9,88.0,55.0,90,0.008,0.059,0.002,0.9,33.3,0.55,2.1,3.4,24.2,0.12,0.72,0.79,0.05,1.6,0.001,0.9,drinkable
2,0.3,0.036,0.7,89.0,80.0,130,0.005,0.029,0.002,0.9,33.5,0.49,2.1,5.0,24.3,0.07,0.69,0.72,0.05,3.2,0.001,1.4,drinkable
0,0.7,0.11,4.8,111.0,100.0,260,0.026,0.12,0.014,1.9,31.0,0.54,2.8,10.0,27.8,0.26,1.1,1.25,0.06,3.2,0.006,2.1,drinkable
